track_id,title,song_id,release,artist_id,artist_mbid,artist_name,duration,artist_familiarity,artist_hotttnesss,year,search_title,search_artist,search_track_id,preview_url
TRACHYC12903CEAAB6,Teenage Baby (Digitally Remastered),SOQYKBE12AC46867EE,Bobby Sox Blues - EP,AR8Q4RZ1187FB46BDC,f1a3fb4a-fff6-4556-a290-3704b109da90,T-Bone Walker,123.29751,0.611942955898,0.403197977717,0,BULERÍAS DE UN CABALLO MALO,Ralphie Choo,6P9fFbnwWYASamPwhfUunp,https://p.scdn.co/mp3-preview/618557108e05d82dcc233de228cc2c4802395ba5
TRACHTD128F92EE238,It Must Be,SOHWKQE12A8C142406,Something in Your Eyes,ARMBR4Y1187B9990EB,d518ccb5-d04e-4fe4-bf04-3c306137f68f,David Martin,286.4322,0.637533386298,0.310614281474,0,It Must Be,David Martin,7IbnEAsger0BkX2Kxjh97W,https://p.scdn.co/mp3-preview/e237d3fb092dd13f5ed78aeb9101133568642d47
TRACHHH128E0788A35,Big Business,SOUYTJK12A6701CD3D,Neighborhood Watch,AR0CANF1187B9AF35F,c71abd83-9d66-4c7b-9f0d-c9c36e85a955,Dilated Peoples,149.91628,0.804838888827,0.457841156094,2004,Big Business - Edited,Dilated Peoples,5et4DP4nUwvi7seGJOr21B,https://p.scdn.co/mp3-preview/cc11bd95ca27ac7677a6329f0ae8e9cf0dbaa608
TRACHFO12903CB3009,Shadow,SOYVONC12AB0187167,Reach,ARDDTL91187B9974A7,4e359ed9-ea2a-46ac-9f54-df3cdfa4d95e,Warren Barfield,207.51628,0.651957876937,0.436220548184,2006,Shadow,Warren Barfield,6O7jjBh7jighpPiZfx70zw,https://p.scdn.co/mp3-preview/c2c16f192735217f3bc04f09d7e44e5b90df6356
TRACHYA128F931BF87,The Truth,SOQYLQN12AB01801B8,Speed 002,ARZJFLE12086C117FF,95f9f1ef-4c6b-4181-b33a-c1753b0faee1,MN,378.06975,0.453933361674,0.329194977651,0,The truth is true,Mncedisi Mqwayo,6QdZnvuaFUzLdcAjiYevQP,https://p.scdn.co/mp3-preview/42bd351ccfc97d18aae944a5f5b63b577c65c057
TRACHSH12903CEBC2C,Sittin' On Top of the Wolrd,SOCXXWR12AC468929B,Bob Wills and His Texas Playboys 1932-1947,AR9OLFX1187B9A5762,c727f585-54e0-4e0d-b8ad-05f216f99244,Bob Wills,201.76934,0.498834975258,0.379960766975,0,(Sittin' On) the Dock of the Bay,New Times,3XlawNiUTnZY2dWG0SOb6I,https://p.scdn.co/mp3-preview/6c075a2a9f7f4a54c847ce8a9f951755fc45d352
TRACXJP128F92E3693,Oh Oh Oh Baby,SOHLKRL12A8C141B63,Flame In My Heart,ARYPRAG11F50C48C62,19f5f292-b684-4bb4-8301-0b8fc7c2cecc,Checkers,135.70567,0.454122840462,0.330300583827,0,Oh Oh Oh Baby (Original Mix),The Checkers,2YEIzPFr3k5ltqiGOuXNWx,https://p.scdn.co/mp3-preview/8fff7570bad578bdcb8e3e6e7a970b2e753926a5
TRACXHQ12903D11ED1,Adios...Borron Y Cuenta Nueva,SOAZTBX12AC4689A69,Discografía Completa Volumen 14,ARYN8YT1187FB38396,a1658d98-c4dc-40b9-8bbd-9793f44e64dd,Los Iracundos,259.23873,0.490193633978,0.377472507312,0,Adiós... Borrón y Cuenta Nueva,Los Iracundos,7fIYzNU3rW4MsugX8ExICE,https://p.scdn.co/mp3-preview/93cee3c6a2d4a1ef39c246c806fd58cc3b2fa64a
TRACXIQ128F92E25AB,A Hard Road,SOFEAJC12A58A7F3AA,PADLOCK ON THE BLUES,ARJ9DSA1187B990E00,4756395c-57ed-4a63-afb2-01117f14dff6,John And The Bluesbreakers Mayall,304.8224,0.626803106327,0.405234690787,1967,The Super-Natural,John Mayall & The Bluesbreakers,2DVswRuJlXu4QiZQfOoIx7,https://p.scdn.co/mp3-preview/8c57b192a81c65884411ecb5f935d63f2de00403
TRACXIF128F425E206,San Xuan,SORZPFY12A8C137448,Étnico Ma Non Troppo,ARVUQIC1187B9A7C66,b264fc6e-bebc-47c2-a519-1ce8cb53279c,Hevia,261.32853,0.619530991124,0.354369615807,2003,San Xuan,Hevia,22BXu23K0pOax7YToVNGD0,https://p.scdn.co/mp3-preview/cfddcec03a91bc74faf2bfad5adecc043f0b3bc5
TRACXOY128F934CEDC,Isn't That Just Like God (Low Key Performance Track Without Background Vocals),SORRXOY12AB0183759,Isn't That Just Like God (Studio Track),ARK6JC91187B9B4B2D,c708164c-edc4-4128-b7b7-83256ba830fe,Babbie Mason,236.2771,0.381780880565,0.305917775397,0,Isn't That Just Like God - Low Key Performance Track Without Background Vocals,Babbie Mason,4I8YlIJ39tGkMdsfiHmx3E,https://p.scdn.co/mp3-preview/759ceb5483a07329a6617b101fdb8aefd9ecd214
TRACXYU128F425EEE8,Le Zoo De Vincennes,SOADDVU12A8AE47512,Les Risques du Métier,AROGAPH1187B98CF9C,93942b87-215a-4626-b5ec-bf129d9fa2f6,Benabar,238.44526,0.609294155146,0.373060492812,2003,Le zoo de Vincennes,Bénabar,2zaBatH7wRJsLd9w1elEzS,https://p.scdn.co/mp3-preview/0f56538baf66a9f0b01ed1691707d2cb0d022705
TRACXTK128F92CC024,Christina Christina Blues,SOJMOIF12A8C14397B,Champion Jack Dupree Of New Orleans,AR8ACFK1187B9B4063,5849fa32-0283-4204-9d1b-507cfaf9d4a2,Champion Jack Dupree,200.80281,0.538085500795,0.31350075537,0,Christina Christina Blues,Champion Jack Dupree,4NBHWCz7bmGwRXNqN9ychq,https://p.scdn.co/mp3-preview/fcc5040ac4f6e42a3e5fdd93a62cdd67576c8b13
TRACXGH128F931686C,Crimson And Clover,SOFPQSC12A58A7B165,The Boat That Rocked,ARLDW2Y1187B9B544F,a13c01e2-7739-4b25-af65-38e2fcb560e2,Tommy James & The Shondells,324.70159,0.620392055893,0.390660522723,1969,Crimson and Clover (Single Version),Tommy James & The Shondells,74ohdXevc7VsXl96ofi3Kn,https://p.scdn.co/mp3-preview/b2a2ac6b02316f611ca8c7e93653e8669d889afd
TRACXHN12903CD2B4C,Barrage,SOPIDCK12AB018DAF8,Moods,ARELA4P1187B991507,cb87bb99-3092-4be5-a515-ce8b0699f66f,Charles Williams,87.87546,0.389802966828,0.287731467837,0,Barrage,Charles Williams,5EPWmxZdMsZNCIWkE73IqA,https://p.scdn.co/mp3-preview/1a57c5aca4ce324771f1e29188aaece20c2b7d38
TRACXRL128F9317EAE,Mele Wich Ayee (Shaan Remix),SOAPUWG12AB017DE50,Wham Bam!! Bhangra Remixes,ARELFAE1187FB40D0A,4e01e834-c872-4c76-87ab-c2304efa5e7e,Bally Sagoo,373.39383,0.580971509957,0.348735929784,0,Mele Wich Ayee - Shaan Remix,Bally Sagoo,1oMlSWNUMptnh4aqr2LewG,https://p.scdn.co/mp3-preview/e0292c029a2c703646f31ffb39c2ed1b9da8cded
TRACXDB12903CA4432,XI GUAN LIANG GE REN,SOMOINR12AB0189188,My Secret Lover_ Jerry Yan,ARMAOIY1187B9A3893,e91504af-0b68-4729-8184-f567016658ff,Jerry Yan,252.18567,0.396327109216,0.327012792699,0,習慣兩個人,Jerry Yan,79GSaJzLBsoDheez24sFbX,https://p.scdn.co/mp3-preview/1fc60a809fada16c083667a617365d05e17a7e6e
TRACXUW128F93093F5,Faithful and True (Collectors Version),SOBAMRQ12A8C141DF3,The Brand New Z.Z. Hill,ARRPCKN1187FB5BA2F,c29fd6f3-56d9-4f3e-bfcd-ad1fea6329a4,Z.Z. Hill,333.322,0.490303980374,0.334415270675,1971,Faithful And True - Collectors Version,Z.Z. Hill,2MnbPcyJbQgzaQOi5RUgzm,https://p.scdn.co/mp3-preview/5c74d98e1ed64d09530d5a9e70eb59d96149cc44
TRACXQB128F42A7FA1,Laughed At The Judge,SODYMWS12A8C141577,Grease Band & Amazing Grease,ARDGBFI1269FCD6AA6,1b5001de-400a-406f-be12-160cf503854f,The Grease Band,325.25016,0.324128628318,0.191193993486,0,Eloise,Tino Casal,6M6UYA5dPuu4kcOb7Y9x3q,https://p.scdn.co/mp3-preview/59a0ca28f1d6efdc61734d569de5488c90a03492
TRACXGV128F9349C63,Outro Duction,SOKNAQC12A58A7EE5C,Original Album Classics,ARGEKDX1187FB3A5BF,8fbabd07-4b2b-4f4c-add5-680429a8c44a,Marcus Miller,52.00934,0.695416519042,0.412110495205,2005,Outro Duction,Marcus Miller,7c4H9CRleK2qOPftAi7dfx,https://p.scdn.co/mp3-preview/0eaa4b06ccb4378a86f7533741a7ed259c75a1e6
TRACOVO128F1470021,He Put The Hurt On Me,SOBHGWG12A6D4F50D2,Blue All The Way,ARGXNS21187B999665,e2388d6b-e615-45ce-a3b1-f82d36b29269,Tina Britt,177.94567,0.360613669968,0.0,2006,He Put The Hurt On Me,Tina Britt,00XLMX66CUPA2TUn4thehG,https://p.scdn.co/mp3-preview/56310d33fda732ea1cce776cb3d442e451fcd9bb
TRACOSS12903CE4724,Murderous Style,SOVZIXG12AC3DF5331,The Best Of X-Static,ARFZNDU1187FB417FC,e22e9902-4415-4c7d-8527-32611bd603d1,X-Static,262.79138,0.600353314,0.386751475238,0,Murderous Style,X-Static,0JnAzutqub4TN1zIBI7P4t,https://p.scdn.co/mp3-preview/3a234b22e740838e6b7cf7f8206494f81c670215
TRACOGY128F92FE95C,You're Welcome To Tonight (Duet w/ Lynn Anderson) (Album Version),SOUGZYV12A8C143A6F,Greatest Hits Vol. II,AR0NQD81187FB3AD13,b557566c-3987-4548-846a-a685ac096db7,Gary Morris,228.5971,0.442024981097,0.286032616918,0,You're Welcome to Tonight - Duet with Lynn Anderson,Gary Morris,6wvI5yJXLhYXFx6hLjTeFM,https://p.scdn.co/mp3-preview/f387770ff0b10d69548845a00a3af2dedc2612e6
TRACONJ128F4272091,Eu vi a maquina voadora,SOHLFWF12A58A7989F,Cabeça elétrica coração acústico,AR0B5HI1187B9B9DB9,5d14f4d0-2f40-42fc-8dbe-3d729314fa12,Silvério Pessoa,364.48608,0.485049268296,0.258224090302,0,Eu vi a maquina voadora,Silvério Pessoa,05Fa3F4w6tvOICWV2oZaPk,https://p.scdn.co/mp3-preview/8ad46933f90f60386ae1c318b9921c64559bf6ef
TRACOUL128F425BDE0,Music Reach (1/2/3/4) (Remastered),SORERTC12A8AE454B3,Experience: Expanded (Remastered),AR4L4WQ1187FB51996,4a4ee089-93b1-4470-af9a-6ff575d32704,The Prodigy,252.52526,0.638614022451,0.601436482837,0,"Music Reach (1,2,3,4) - Remastered",The Prodigy,1OYNpXlKBbn1CvEqJmc95l,https://p.scdn.co/mp3-preview/1bf5462adfd6bdaf3c217c394cf6cbc122cb279d
